file,category,key,scale,genre,bpm,bars,notes,description
Basslines/By-Genre/08_Hardstyle/Em_08_Hardstyle_bass_hardstyle_offbeat.mid,bassline,E,natural_minor,08_Hardstyle,150,4,16,08_Hardstyle bassline (hardstyle_offbeat) — E minor
Basslines/By-Genre/08_Hardstyle/Fm_08_Hardstyle_bass_hardstyle_offbeat.mid,bassline,F,natural_minor,08_Hardstyle,150,4,16,08_Hardstyle bassline (hardstyle_offbeat) — F minor
Basslines/By-Genre/08_Hardstyle/Fsm_08_Hardstyle_bass_hardstyle_offbeat.mid,bassline,Fs,natural_minor,08_Hardstyle,150,4,16,08_Hardstyle bassline (hardstyle_offbeat) — Fs minor
Basslines/By-Genre/08_Hardstyle/Gm_08_Hardstyle_bass_hardstyle_offbeat.mid,bassline,G,natural_minor,08_Hardstyle,150,4,16,08_Hardstyle bassline (hardstyle_offbeat) — G minor
Basslines/By-Genre/08_Hardstyle/Gsm_08_Hardstyle_bass_hardstyle_offbeat.mid,bassline,Gs,natural_minor,08_Hardstyle,150,4,16,08_Hardstyle bassline (hardstyle_offbeat) — Gs minor
Basslines/By-Genre/09_Hardcore-Gabber/Am_09_Hardcore-Gabber_bass_sustained.mid,bassline,A,natural_minor,09_Hardcore-Gabber,180,3,3,09_Hardcore-Gabber bassline (sustained) — A minor
Basslines/By-Genre/09_Hardcore-Gabber/Asm_09_Hardcore-Gabber_bass_sustained.mid,bassline,As,natural_minor,09_Hardcore-Gabber,180,3,3,09_Hardcore-Gabber bassline (sustained) — As minor
Basslines/By-Genre/09_Hardcore-Gabber/Bm_09_Hardcore-Gabber_bass_sustained.mid,bassline,B,natural_minor,09_Hardcore-Gabber,180,3,3,09_Hardcore-Gabber bassline (sustained) — B minor
Basslines/By-Genre/09_Hardcore-Gabber/Cm_09_Hardcore-Gabber_bass_sustained.mid,bassline,C,natural_minor,09_Hardcore-Gabber,180,3,3,09_Hardcore-Gabber bassline (sustained) — C minor
Basslines/By-Genre/09_Hardcore-Gabber/Csm_09_Hardcore-Gabber_bass_sustained.mid,bassline,Cs,natural_minor,09_Hardcore-Gabber,180,3,3,09_Hardcore-Gabber bassline (sustained) — Cs minor
Basslines/By-Genre/09_Hardcore-Gabber/Dm_09_Hardcore-Gabber_bass_sustained.mid,bassline,D,natural_minor,09_Hardcore-Gabber,180,3,3,09_Hardcore-Gabber bassline (sustained) — D minor
Basslines/By-Genre/09_Hardcore-Gabber/Dsm_09_Hardcore-Gabber_bass_sustained.mid,bassline,Ds,natural_minor,09_Hardcore-Gabber,180,3,3,09_Hardcore-Gabber bassline (sustained) — Ds minor
Basslines/By-Genre/09_Hardcore-Gabber/Em_09_Hardcore-Gabber_bass_sustained.mid,bassline,E,natural_minor,09_Hardcore-Gabber,180,3,3,09_Hardcore-Gabber bassline (sustained) — E minor
Basslines/By-Genre/09_Hardcore-Gabber/Fm_09_Hardcore-Gabber_bass_sustained.mid,bassline,F,natural_minor,09_Hardcore-Gabber,180,3,3,09_Hardcore-Gabber bassline (sustained) — F minor
Basslines/By-Genre/09_Hardcore-Gabber/Fsm_09_Hardcore-Gabber_bass_sustained.mid,bassline,Fs,natural_minor,09_Hardcore-Gabber,180,3,3,09_Hardcore-Gabber bassline (sustained) — Fs minor
Basslines/By-Genre/09_Hardcore-Gabber/Gm_09_Hardcore-Gabber_bass_sustained.mid,bassline,G,natural_minor,09_Hardcore-Gabber,180,3,3,09_Hardcore-Gabber bassline (sustained) — G minor
Basslines/By-Genre/09_Hardcore-Gabber/Gsm_09_Hardcore-Gabber_bass_sustained.mid,bassline,Gs,natural_minor,09_Hardcore-Gabber,180,3,3,09_Hardcore-Gabber bassline (sustained) — Gs minor
Basslines/By-Genre/10_Dubstep/Am_10_Dubstep_bass_reese_sustain.mid,bassline,A,natural_minor,10_Dubstep,140,3,3,10_Dubstep bassline (reese_sustain) — A minor
Basslines/By-Genre/10_Dubstep/Asm_10_Dubstep_bass_reese_sustain.mid,bassline,As,natural_minor,10_Dubstep,140,3,3,10_Dubstep bassline (reese_sustain) — As minor
Basslines/By-Genre/10_Dubstep/Bm_10_Dubstep_bass_reese_sustain.mid,bassline,B,natural_minor,10_Dubstep,140,3,3,10_Dubstep bassline (reese_sustain) — B minor
Basslines/By-Genre/10_Dubstep/Cm_10_Dubstep_bass_reese_sustain.mid,bassline,C,natural_minor,10_Dubstep,140,3,3,10_Dubstep bassline (reese_sustain) — C minor
Basslines/By-Genre/10_Dubstep/Csm_10_Dubstep_bass_reese_sustain.mid,bassline,Cs,natural_minor,10_Dubstep,140,3,3,10_Dubstep bassline (reese_sustain) — Cs minor
Basslines/By-Genre/10_Dubstep/Dm_10_Dubstep_bass_reese_sustain.mid,bassline,D,natural_minor,10_Dubstep,140,3,3,10_Dubstep bassline (reese_sustain) — D minor
Basslines/By-Genre/10_Dubstep/Dsm_10_Dubstep_bass_reese_sustain.mid,bassline,Ds,natural_minor,10_Dubstep,140,3,3,10_Dubstep bassline (reese_sustain) — Ds minor
Basslines/By-Genre/10_Dubstep/Em_10_Dubstep_bass_reese_sustain.mid,bassline,E,natural_minor,10_Dubstep,140,3,3,10_Dubstep bassline (reese_sustain) — E minor
Basslines/By-Genre/10_Dubstep/Fm_10_Dubstep_bass_reese_sustain.mid,bassline,F,natural_minor,10_Dubstep,140,3,3,10_Dubstep bassline (reese_sustain) — F minor
Basslines/By-Genre/10_Dubstep/Fsm_10_Dubstep_bass_reese_sustain.mid,bassline,Fs,natural_minor,10_Dubstep,140,3,3,10_Dubstep bassline (reese_sustain) — Fs minor
Basslines/By-Genre/10_Dubstep/Gm_10_Dubstep_bass_reese_sustain.mid,bassline,G,natural_minor,10_Dubstep,140,3,3,10_Dubstep bassline (reese_sustain) — G minor
Basslines/By-Genre/10_Dubstep/Gsm_10_Dubstep_bass_reese_sustain.mid,bassline,Gs,natural_minor,10_Dubstep,140,3,3,10_Dubstep bassline (reese_sustain) — Gs minor
Basslines/By-Genre/11_Future-Bass/Am_11_Future-Bass_bass_root_octave_8ths.mid,bassline,A,natural_minor,11_Future-Bass,150,4,32,11_Future-Bass bassline (root_octave_8ths) — A minor
Basslines/By-Genre/11_Future-Bass/Asm_11_Future-Bass_bass_root_octave_8ths.mid,bassline,As,natural_minor,11_Future-Bass,150,4,32,11_Future-Bass bassline (root_octave_8ths) — As minor
Basslines/By-Genre/11_Future-Bass/Bm_11_Future-Bass_bass_root_octave_8ths.mid,bassline,B,natural_minor,11_Future-Bass,150,4,32,11_Future-Bass bassline (root_octave_8ths) — B minor
Basslines/By-Genre/11_Future-Bass/Cm_11_Future-Bass_bass_root_octave_8ths.mid,bassline,C,natural_minor,11_Future-Bass,150,4,32,11_Future-Bass bassline (root_octave_8ths) — C minor
Basslines/By-Genre/11_Future-Bass/Csm_11_Future-Bass_bass_root_octave_8ths.mid,bassline,Cs,natural_minor,11_Future-Bass,150,4,32,11_Future-Bass bassline (root_octave_8ths) — Cs minor
Basslines/By-Genre/11_Future-Bass/Dm_11_Future-Bass_bass_root_octave_8ths.mid,bassline,D,natural_minor,11_Future-Bass,150,4,32,11_Future-Bass bassline (root_octave_8ths) — D minor
Basslines/By-Genre/11_Future-Bass/Dsm_11_Future-Bass_bass_root_octave_8ths.mid,bassline,Ds,natural_minor,11_Future-Bass,150,4,32,11_Future-Bass bassline (root_octave_8ths) — Ds minor
Basslines/By-Genre/11_Future-Bass/Em_11_Future-Bass_bass_root_octave_8ths.mid,bassline,E,natural_minor,11_Future-Bass,150,4,32,11_Future-Bass bassline (root_octave_8ths) — E minor
Basslines/By-Genre/11_Future-Bass/Fm_11_Future-Bass_bass_root_octave_8ths.mid,bassline,F,natural_minor,11_Future-Bass,150,4,32,11_Future-Bass bassline (root_octave_8ths) — F minor
Basslines/By-Genre/11_Future-Bass/Fsm_11_Future-Bass_bass_root_octave_8ths.mid,bassline,Fs,natural_minor,11_Future-Bass,150,4,32,11_Future-Bass bassline (root_octave_8ths) — Fs minor
Basslines/By-Genre/11_Future-Bass/Gm_11_Future-Bass_bass_root_octave_8ths.mid,bassline,G,natural_minor,11_Future-Bass,150,4,32,11_Future-Bass bassline (root_octave_8ths) — G minor
Basslines/By-Genre/11_Future-Bass/Gsm_11_Future-Bass_bass_root_octave_8ths.mid,bassline,Gs,natural_minor,11_Future-Bass,150,4,32,11_Future-Bass bassline (root_octave_8ths) — Gs minor
Basslines/By-Genre/12_Lofi-Chill/Am_12_Lofi-Chill_bass_sustained.mid,bassline,A,natural_minor,12_Lofi-Chill,85,4,4,12_Lofi-Chill bassline (sustained) — A minor
Basslines/By-Genre/12_Lofi-Chill/Asm_12_Lofi-Chill_bass_sustained.mid,bassline,As,natural_minor,12_Lofi-Chill,85,4,4,12_Lofi-Chill bassline (sustained) — As minor
Basslines/By-Genre/12_Lofi-Chill/Bm_12_Lofi-Chill_bass_sustained.mid,bassline,B,natural_minor,12_Lofi-Chill,85,4,4,12_Lofi-Chill bassline (sustained) — B minor
Basslines/By-Genre/12_Lofi-Chill/Cm_12_Lofi-Chill_bass_sustained.mid,bassline,C,natural_minor,12_Lofi-Chill,85,4,4,12_Lofi-Chill bassline (sustained) — C minor
Basslines/By-Genre/12_Lofi-Chill/Csm_12_Lofi-Chill_bass_sustained.mid,bassline,Cs,natural_minor,12_Lofi-Chill,85,4,4,12_Lofi-Chill bassline (sustained) — Cs minor
Basslines/By-Genre/12_Lofi-Chill/Dm_12_Lofi-Chill_bass_sustained.mid,bassline,D,natural_minor,12_Lofi-Chill,85,4,4,12_Lofi-Chill bassline (sustained) — D minor
Basslines/By-Genre/12_Lofi-Chill/Dsm_12_Lofi-Chill_bass_sustained.mid,bassline,Ds,natural_minor,12_Lofi-Chill,85,4,4,12_Lofi-Chill bassline (sustained) — Ds minor
Basslines/By-Genre/12_Lofi-Chill/Em_12_Lofi-Chill_bass_sustained.mid,bassline,E,natural_minor,12_Lofi-Chill,85,4,4,12_Lofi-Chill bassline (sustained) — E minor
Basslines/By-Genre/12_Lofi-Chill/Fm_12_Lofi-Chill_bass_sustained.mid,bassline,F,natural_minor,12_Lofi-Chill,85,4,4,12_Lofi-Chill bassline (sustained) — F minor
Basslines/By-Genre/12_Lofi-Chill/Fsm_12_Lofi-Chill_bass_sustained.mid,bassline,Fs,natural_minor,12_Lofi-Chill,85,4,4,12_Lofi-Chill bassline (sustained) — Fs minor
Basslines/By-Genre/12_Lofi-Chill/Gm_12_Lofi-Chill_bass_sustained.mid,bassline,G,natural_minor,12_Lofi-Chill,85,4,4,12_Lofi-Chill bassline (sustained) — G minor
Basslines/By-Genre/12_Lofi-Chill/Gsm_12_Lofi-Chill_bass_sustained.mid,bassline,Gs,natural_minor,12_Lofi-Chill,85,4,4,12_Lofi-Chill bassline (sustained) — Gs minor
Basslines/By-Scale/A-minor/Am_bass_hardstyle_offbeat.mid,bassline,A,natural_minor,,124,4,16,A minor bassline — hardstyle_offbeat
Basslines/By-Scale/A-minor/Am_bass_offbeat_8ths.mid,bassline,A,natural_minor,,124,4,16,A minor bassline — offbeat_8ths
Basslines/By-Scale/A-minor/Am_bass_reese_sustain.mid,bassline,A,natural_minor,,124,4,4,A minor bassline — reese_sustain
Basslines/By-Scale/A-minor/Am_bass_rolling_16ths.mid,bassline,A,natural_minor,,124,4,64,A minor bassline — rolling_16ths
Basslines/By-Scale/A-minor/Am_bass_root_octave_8ths.mid,bassline,A,natural_minor,,124,4,32,A minor bassline — root_octave_8ths
Basslines/By-Scale/A-minor/Am_bass_sustained.mid,bassline,A,natural_minor,,124,4,4,A minor bassline — sustained
Basslines/By-Scale/As-minor/Asm_bass_hardstyle_offbeat.mid,bassline,As,natural_minor,,124,4,16,As minor bassline — hardstyle_offbeat
Basslines/By-Scale/As-minor/Asm_bass_offbeat_8ths.mid,bassline,As,natural_minor,,124,4,16,As minor bassline — offbeat_8ths
Basslines/By-Scale/As-minor/Asm_bass_reese_sustain.mid,bassline,As,natural_minor,,124,4,4,As minor bassline — reese_sustain
Basslines/By-Scale/As-minor/Asm_bass_rolling_16ths.mid,bassline,As,natural_minor,,124,4,64,As minor bassline — rolling_16ths
Basslines/By-Scale/As-minor/Asm_bass_root_octave_8ths.mid,bassline,As,natural_minor,,124,4,32,As minor bassline — root_octave_8ths
Basslines/By-Scale/As-minor/Asm_bass_sustained.mid,bassline,As,natural_minor,,124,4,4,As minor bassline — sustained
Basslines/By-Scale/B-minor/Bm_bass_hardstyle_offbeat.mid,bassline,B,natural_minor,,124,4,16,B minor bassline — hardstyle_offbeat
Basslines/By-Scale/B-minor/Bm_bass_offbeat_8ths.mid,bassline,B,natural_minor,,124,4,16,B minor bassline — offbeat_8ths
Basslines/By-Scale/B-minor/Bm_bass_reese_sustain.mid,bassline,B,natural_minor,,124,4,4,B minor bassline — reese_sustain
Basslines/By-Scale/B-minor/Bm_bass_rolling_16ths.mid,bassline,B,natural_minor,,124,4,64,B minor bassline — rolling_16ths
Basslines/By-Scale/B-minor/Bm_bass_root_octave_8ths.mid,bassline,B,natural_minor,,124,4,32,B minor bassline — root_octave_8ths
Basslines/By-Scale/B-minor/Bm_bass_sustained.mid,bassline,B,natural_minor,,124,4,4,B minor bassline — sustained
Basslines/By-Scale/C-minor/Cm_bass_hardstyle_offbeat.mid,bassline,C,natural_minor,,124,4,16,C minor bassline — hardstyle_offbeat
Basslines/By-Scale/C-minor/Cm_bass_offbeat_8ths.mid,bassline,C,natural_minor,,124,4,16,C minor bassline — offbeat_8ths
Basslines/By-Scale/C-minor/Cm_bass_reese_sustain.mid,bassline,C,natural_minor,,124,4,4,C minor bassline — reese_sustain
Basslines/By-Scale/C-minor/Cm_bass_rolling_16ths.mid,bassline,C,natural_minor,,124,4,64,C minor bassline — rolling_16ths
Basslines/By-Scale/C-minor/Cm_bass_root_octave_8ths.mid,bassline,C,natural_minor,,124,4,32,C minor bassline — root_octave_8ths
Basslines/By-Scale/C-minor/Cm_bass_sustained.mid,bassline,C,natural_minor,,124,4,4,C minor bassline — sustained
Basslines/By-Scale/Cs-minor/Csm_bass_hardstyle_offbeat.mid,bassline,Cs,natural_minor,,124,4,16,Cs minor bassline — hardstyle_offbeat
Basslines/By-Scale/Cs-minor/Csm_bass_offbeat_8ths.mid,bassline,Cs,natural_minor,,124,4,16,Cs minor bassline — offbeat_8ths
Basslines/By-Scale/Cs-minor/Csm_bass_reese_sustain.mid,bassline,Cs,natural_minor,,124,4,4,Cs minor bassline — reese_sustain
Basslines/By-Scale/Cs-minor/Csm_bass_rolling_16ths.mid,bassline,Cs,natural_minor,,124,4,64,Cs minor bassline — rolling_16ths
Basslines/By-Scale/Cs-minor/Csm_bass_root_octave_8ths.mid,bassline,Cs,natural_minor,,124,4,32,Cs minor bassline — root_octave_8ths
Basslines/By-Scale/Cs-minor/Csm_bass_sustained.mid,bassline,Cs,natural_minor,,124,4,4,Cs minor bassline — sustained
Basslines/By-Scale/D-minor/Dm_bass_hardstyle_offbeat.mid,bassline,D,natural_minor,,124,4,16,D minor bassline — hardstyle_offbeat
Basslines/By-Scale/D-minor/Dm_bass_offbeat_8ths.mid,bassline,D,natural_minor,,124,4,16,D minor bassline — offbeat_8ths
Basslines/By-Scale/D-minor/Dm_bass_reese_sustain.mid,bassline,D,natural_minor,,124,4,4,D minor bassline — reese_sustain
Basslines/By-Scale/D-minor/Dm_bass_rolling_16ths.mid,bassline,D,natural_minor,,124,4,64,D minor bassline — rolling_16ths
Basslines/By-Scale/D-minor/Dm_bass_root_octave_8ths.mid,bassline,D,natural_minor,,124,4,32,D minor bassline — root_octave_8ths
Basslines/By-Scale/D-minor/Dm_bass_sustained.mid,bassline,D,natural_minor,,124,4,4,D minor bassline — sustained
Basslines/By-Scale/Ds-minor/Dsm_bass_hardstyle_offbeat.mid,bassline,Ds,natural_minor,,124,4,16,Ds minor bassline — hardstyle_offbeat
Basslines/By-Scale/Ds-minor/Dsm_bass_offbeat_8ths.mid,bassline,Ds,natural_minor,,124,4,16,Ds minor bassline — offbeat_8ths
Basslines/By-Scale/Ds-minor/Dsm_bass_reese_sustain.mid,bassline,Ds,natural_minor,,124,4,4,Ds minor bassline — reese_sustain
Basslines/By-Scale/Ds-minor/Dsm_bass_rolling_16ths.mid,bassline,Ds,natural_minor,,124,4,64,Ds minor bassline — rolling_16ths
Basslines/By-Scale/Ds-minor/Dsm_bass_root_octave_8ths.mid,bassline,Ds,natural_minor,,124,4,32,Ds minor bassline — root_octave_8ths
Basslines/By-Scale/Ds-minor/Dsm_bass_sustained.mid,bassline,Ds,natural_minor,,124,4,4,Ds minor bassline — sustained
Basslines/By-Scale/E-minor/Em_bass_hardstyle_offbeat.mid,bassline,E,natural_minor,,124,4,16,E minor bassline — hardstyle_offbeat
Basslines/By-Scale/E-minor/Em_bass_offbeat_8ths.mid,bassline,E,natural_minor,,124,4,16,E minor bassline — offbeat_8ths
Basslines/By-Scale/E-minor/Em_bass_reese_sustain.mid,bassline,E,natural_minor,,124,4,4,E minor bassline — reese_sustain
Basslines/By-Scale/E-minor/Em_bass_rolling_16ths.mid,bassline,E,natural_minor,,124,4,64,E minor bassline — rolling_16ths
Basslines/By-Scale/E-minor/Em_bass_root_octave_8ths.mid,bassline,E,natural_minor,,124,4,32,E minor bassline — root_octave_8ths
Basslines/By-Scale/E-minor/Em_bass_sustained.mid,bassline,E,natural_minor,,124,4,4,E minor bassline — sustained
Basslines/By-Scale/F-minor/Fm_bass_hardstyle_offbeat.mid,bassline,F,natural_minor,,124,4,16,F minor bassline — hardstyle_offbeat
Basslines/By-Scale/F-minor/Fm_bass_offbeat_8ths.mid,bassline,F,natural_minor,,124,4,16,F minor bassline — offbeat_8ths
Basslines/By-Scale/F-minor/Fm_bass_reese_sustain.mid,bassline,F,natural_minor,,124,4,4,F minor bassline — reese_sustain
Basslines/By-Scale/F-minor/Fm_bass_rolling_16ths.mid,bassline,F,natural_minor,,124,4,64,F minor bassline — rolling_16ths
Basslines/By-Scale/F-minor/Fm_bass_root_octave_8ths.mid,bassline,F,natural_minor,,124,4,32,F minor bassline — root_octave_8ths
Basslines/By-Scale/F-minor/Fm_bass_sustained.mid,bassline,F,natural_minor,,124,4,4,F minor bassline — sustained
Basslines/By-Scale/Fs-minor/Fsm_bass_hardstyle_offbeat.mid,bassline,Fs,natural_minor,,124,4,16,Fs minor bassline — hardstyle_offbeat
Basslines/By-Scale/Fs-minor/Fsm_bass_offbeat_8ths.mid,bassline,Fs,natural_minor,,124,4,16,Fs minor bassline — offbeat_8ths
Basslines/By-Scale/Fs-minor/Fsm_bass_reese_sustain.mid,bassline,Fs,natural_minor,,124,4,4,Fs minor bassline — reese_sustain
Basslines/By-Scale/Fs-minor/Fsm_bass_rolling_16ths.mid,bassline,Fs,natural_minor,,124,4,64,Fs minor bassline — rolling_16ths
Basslines/By-Scale/Fs-minor/Fsm_bass_root_octave_8ths.mid,bassline,Fs,natural_minor,,124,4,32,Fs minor bassline — root_octave_8ths
Basslines/By-Scale/Fs-minor/Fsm_bass_sustained.mid,bassline,Fs,natural_minor,,124,4,4,Fs minor bassline — sustained
Basslines/By-Scale/G-minor/Gm_bass_hardstyle_offbeat.mid,bassline,G,natural_minor,,124,4,16,G minor bassline — hardstyle_offbeat
Basslines/By-Scale/G-minor/Gm_bass_offbeat_8ths.mid,bassline,G,natural_minor,,124,4,16,G minor bassline — offbeat_8ths
Basslines/By-Scale/G-minor/Gm_bass_reese_sustain.mid,bassline,G,natural_minor,,124,4,4,G minor bassline — reese_sustain
Basslines/By-Scale/G-minor/Gm_bass_rolling_16ths.mid,bassline,G,natural_minor,,124,4,64,G minor bassline — rolling_16ths
Basslines/By-Scale/G-minor/Gm_bass_root_octave_8ths.mid,bassline,G,natural_minor,,124,4,32,G minor bassline — root_octave_8ths
Basslines/By-Scale/G-minor/Gm_bass_sustained.mid,bassline,G,natural_minor,,124,4,4,G minor bassline — sustained
Basslines/By-Scale/Gs-minor/Gsm_bass_hardstyle_offbeat.mid,bassline,Gs,natural_minor,,124,4,16,Gs minor bassline — hardstyle_offbeat
Basslines/By-Scale/Gs-minor/Gsm_bass_offbeat_8ths.mid,bassline,Gs,natural_minor,,124,4,16,Gs minor bassline — offbeat_8ths
Basslines/By-Scale/Gs-minor/Gsm_bass_reese_sustain.mid,bassline,Gs,natural_minor,,124,4,4,Gs minor bassline — reese_sustain
Basslines/By-Scale/Gs-minor/Gsm_bass_rolling_16ths.mid,bassline,Gs,natural_minor,,124,4,64,Gs minor bassline — rolling_16ths
Basslines/By-Scale/Gs-minor/Gsm_bass_root_octave_8ths.mid,bassline,Gs,natural_minor,,124,4,32,Gs minor bassline — root_octave_8ths
Basslines/By-Scale/Gs-minor/Gsm_bass_sustained.mid,bassline,Gs,natural_minor,,124,4,4,Gs minor bassline — sustained
Chords/Add9/A_Add9.mid,chord,A,add9,,124,1,4,A Add9 chord
Chords/Add9/As_Add9.mid,chord,As,add9,,124,1,4,As Add9 chord
Chords/Add9/B_Add9.mid,chord,B,add9,,124,1,4,B Add9 chord
Chords/Add9/C_Add9.mid,chord,C,add9,,124,1,4,C Add9 chord
Chords/Add9/Cs_Add9.mid,chord,Cs,add9,,124,1,4,Cs Add9 chord
Chords/Add9/D_Add9.mid,chord,D,add9,,124,1,4,D Add9 chord
Chords/Add9/Ds_Add9.mid,chord,Ds,add9,,124,1,4,Ds Add9 chord
Chords/Add9/E_Add9.mid,chord,E,add9,,124,1,4,E Add9 chord
Chords/Add9/F_Add9.mid,chord,F,add9,,124,1,4,F Add9 chord
Chords/Add9/Fs_Add9.mid,chord,Fs,add9,,124,1,4,Fs Add9 chord
Chords/Add9/G_Add9.mid,chord,G,add9,,124,1,4,G Add9 chord
Chords/Add9/Gs_Add9.mid,chord,Gs,add9,,124,1,4,Gs Add9 chord
Chords/Augmented/A_Augmented.mid,chord,A,aug,,124,1,3,A Augmented chord
Chords/Augmented/As_Augmented.mid,chord,As,aug,,124,1,3,As Augmented chord
Chords/Augmented/B_Augmented.mid,chord,B,aug,,124,1,3,B Augmented chord
Chords/Augmented/C_Augmented.mid,chord,C,aug,,124,1,3,C Augmented chord
Chords/Augmented/Cs_Augmented.mid,chord,Cs,aug,,124,1,3,Cs Augmented chord
Chords/Augmented/D_Augmented.mid,chord,D,aug,,124,1,3,D Augmented chord
Chords/Augmented/Ds_Augmented.mid,chord,Ds,aug,,124,1,3,Ds Augmented chord
Chords/Augmented/E_Augmented.mid,chord,E,aug,,124,1,3,E Augmented chord
Chords/Augmented/F_Augmented.mid,chord,F,aug,,124,1,3,F Augmented chord
Chords/Augmented/Fs_Augmented.mid,chord,Fs,aug,,124,1,3,Fs Augmented chord
Chords/Augmented/G_Augmented.mid,chord,G,aug,,124,1,3,G Augmented chord
Chords/Augmented/Gs_Augmented.mid,chord,Gs,aug,,124,1,3,Gs Augmented chord
Chords/Dim7/A_Dim7.mid,chord,A,dim7,,124,1,4,A Dim7 chord
Chords/Dim7/As_Dim7.mid,chord,As,dim7,,124,1,4,As Dim7 chord
Chords/Dim7/B_Dim7.mid,chord,B,dim7,,124,1,4,B Dim7 chord
Chords/Dim7/C_Dim7.mid,chord,C,dim7,,124,1,4,C Dim7 chord
Chords/Dim7/Cs_Dim7.mid,chord,Cs,dim7,,124,1,4,Cs Dim7 chord
Chords/Dim7/D_Dim7.mid,chord,D,dim7,,124,1,4,D Dim7 chord
Chords/Dim7/Ds_Dim7.mid,chord,Ds,dim7,,124,1,4,Ds Dim7 chord
Chords/Dim7/E_Dim7.mid,chord,E,dim7,,124,1,4,E Dim7 chord
Chords/Dim7/F_Dim7.mid,chord,F,dim7,,124,1,4,F Dim7 chord
Chords/Dim7/Fs_Dim7.mid,chord,Fs,dim7,,124,1,4,Fs Dim7 chord
Chords/Dim7/G_Dim7.mid,chord,G,dim7,,124,1,4,G Dim7 chord
Chords/Dim7/Gs_Dim7.mid,chord,Gs,dim7,,124,1,4,Gs Dim7 chord
Chords/Diminished/A_Diminished.mid,chord,A,dim,,124,1,3,A Diminished chord
Chords/Diminished/As_Diminished.mid,chord,As,dim,,124,1,3,As Diminished chord
Chords/Diminished/B_Diminished.mid,chord,B,dim,,124,1,3,B Diminished chord
Chords/Diminished/C_Diminished.mid,chord,C,dim,,124,1,3,C Diminished chord
Chords/Diminished/Cs_Diminished.mid,chord,Cs,dim,,124,1,3,Cs Diminished chord
Chords/Diminished/D_Diminished.mid,chord,D,dim,,124,1,3,D Diminished chord
Chords/Diminished/Ds_Diminished.mid,chord,Ds,dim,,124,1,3,Ds Diminished chord
Chords/Diminished/E_Diminished.mid,chord,E,dim,,124,1,3,E Diminished chord
Chords/Diminished/F_Diminished.mid,chord,F,dim,,124,1,3,F Diminished chord
Chords/Diminished/Fs_Diminished.mid,chord,Fs,dim,,124,1,3,Fs Diminished chord
Chords/Diminished/G_Diminished.mid,chord,G,dim,,124,1,3,G Diminished chord
Chords/Diminished/Gs_Diminished.mid,chord,Gs,dim,,124,1,3,Gs Diminished chord
Chords/Dominant7/A_Dominant7.mid,chord,A,dom7,,124,1,4,A Dominant7 chord
Chords/Dominant7/As_Dominant7.mid,chord,As,dom7,,124,1,4,As Dominant7 chord
Chords/Dominant7/B_Dominant7.mid,chord,B,dom7,,124,1,4,B Dominant7 chord
Chords/Dominant7/C_Dominant7.mid,chord,C,dom7,,124,1,4,C Dominant7 chord
Chords/Dominant7/Cs_Dominant7.mid,chord,Cs,dom7,,124,1,4,Cs Dominant7 chord
Chords/Dominant7/D_Dominant7.mid,chord,D,dom7,,124,1,4,D Dominant7 chord
Chords/Dominant7/Ds_Dominant7.mid,chord,Ds,dom7,,124,1,4,Ds Dominant7 chord
Chords/Dominant7/E_Dominant7.mid,chord,E,dom7,,124,1,4,E Dominant7 chord
Chords/Dominant7/F_Dominant7.mid,chord,F,dom7,,124,1,4,F Dominant7 chord
Chords/Dominant7/Fs_Dominant7.mid,chord,Fs,dom7,,124,1,4,Fs Dominant7 chord
Chords/Dominant7/G_Dominant7.mid,chord,G,dom7,,124,1,4,G Dominant7 chord
Chords/Dominant7/Gs_Dominant7.mid,chord,Gs,dom7,,124,1,4,Gs Dominant7 chord
Chords/HalfDim7/A_HalfDim7.mid,chord,A,min7b5,,124,1,4,A HalfDim7 chord
Chords/HalfDim7/As_HalfDim7.mid,chord,As,min7b5,,124,1,4,As HalfDim7 chord
Chords/HalfDim7/B_HalfDim7.mid,chord,B,min7b5,,124,1,4,B HalfDim7 chord
Chords/HalfDim7/C_HalfDim7.mid,chord,C,min7b5,,124,1,4,C HalfDim7 chord
Chords/HalfDim7/Cs_HalfDim7.mid,chord,Cs,min7b5,,124,1,4,Cs HalfDim7 chord
Chords/HalfDim7/D_HalfDim7.mid,chord,D,min7b5,,124,1,4,D HalfDim7 chord
Chords/HalfDim7/Ds_HalfDim7.mid,chord,Ds,min7b5,,124,1,4,Ds HalfDim7 chord
Chords/HalfDim7/E_HalfDim7.mid,chord,E,min7b5,,124,1,4,E HalfDim7 chord
Chords/HalfDim7/F_HalfDim7.mid,chord,F,min7b5,,124,1,4,F HalfDim7 chord
Chords/HalfDim7/Fs_HalfDim7.mid,chord,Fs,min7b5,,124,1,4,Fs HalfDim7 chord
Chords/HalfDim7/G_HalfDim7.mid,chord,G,min7b5,,124,1,4,G HalfDim7 chord
Chords/HalfDim7/Gs_HalfDim7.mid,chord,Gs,min7b5,,124,1,4,Gs HalfDim7 chord
Chords/Major/A_Major.mid,chord,A,maj,,124,1,3,A Major chord
Chords/Major/As_Major.mid,chord,As,maj,,124,1,3,As Major chord
Chords/Major/B_Major.mid,chord,B,maj,,124,1,3,B Major chord
Chords/Major/C_Major.mid,chord,C,maj,,124,1,3,C Major chord
Chords/Major/Cs_Major.mid,chord,Cs,maj,,124,1,3,Cs Major chord
